"date","run","replicate","location","value","site"
"28/08/2017",1,1,"MFS",79,"NorthShore"
"28/08/2017",1,2,"MFS",82,"NorthShore"
"28/08/2017",1,3,"MFS",126,"NorthShore"
"28/08/2017",2,1,"MFS",23,"NorthShore"
"28/08/2017",2,2,"MFS",56,"NorthShore"
"28/08/2017",2,3,"MFS",88,"NorthShore"
"28/08/2017",3,1,"MFS",15,"NorthShore"
"28/08/2017",3,2,"MFS",9,"NorthShore"
"28/08/2017",3,3,"MFS",13,"NorthShore"
"14/09/2017",1,1,"MFS",16,"NorthShore"
"14/09/2017",1,2,"MFS",14,"NorthShore"
"14/09/2017",1,3,"MFS",15,"NorthShore"
"14/09/2017",2,1,"MFS",38,"NorthShore"
"14/09/2017",2,2,"MFS",12,"NorthShore"
"14/09/2017",2,3,"MFS",11,"NorthShore"
"14/09/2017",3,1,"MFS",15,"NorthShore"
"14/09/2017",3,2,"MFS",14,"NorthShore"
"14/09/2017",3,3,"MFS",25,"NorthShore"
"18/09/2017",1,1,"MFS",331,"NorthShore"
"18/09/2017",1,2,"MFS",317,"NorthShore"
"18/09/2017",1,3,"MFS",315,"NorthShore"
"18/09/2017",2,1,"MFS",20,"NorthShore"
"18/09/2017",2,2,"MFS",23,"NorthShore"
"18/09/2017",2,3,"MFS",35,"NorthShore"
"18/09/2017",3,1,"MFS",13,"NorthShore"
"18/09/2017",3,2,"MFS",14,"NorthShore"
"18/09/2017",3,3,"MFS",13,"NorthShore"
"27/09/2017",1,1,"MFS",43,"NorthShore"
"27/09/2017",1,2,"MFS",22,"NorthShore"
"27/09/2017",1,3,"MFS",15,"NorthShore"
"27/09/2017",2,1,"MFS",9,"NorthShore"
"27/09/2017",2,2,"MFS",40,"NorthShore"
"27/09/2017",2,3,"MFS",15,"NorthShore"
"27/09/2017",3,1,"MFS",12,"NorthShore"
"27/09/2017",3,2,"MFS",16,"NorthShore"
"27/09/2017",3,3,"MFS",26,"NorthShore"
"3/08/2017",1,1,"TAN",43,"NorthShore"
"3/08/2017",1,2,"TAN",54,"NorthShore"
"3/08/2017",1,3,"TAN",47,"NorthShore"
"3/08/2017",2,1,"TAN",20,"NorthShore"
"3/08/2017",2,2,"TAN",16,"NorthShore"
"3/08/2017",2,3,"TAN",35,"NorthShore"
"3/08/2017",3,1,"TAN",36,"NorthShore"
"3/08/2017",3,2,"TAN",26,"NorthShore"
"3/08/2017",3,3,"TAN",34,"NorthShore"
"9/08/2017",1,1,"TAN",123,"NorthShore"
"9/08/2017",1,2,"TAN",97,"NorthShore"
"9/08/2017",1,3,"TAN",207,"NorthShore"
"9/08/2017",2,1,"TAN",278,"NorthShore"
"9/08/2017",2,2,"TAN",650,"NorthShore"
"9/08/2017",2,3,"TAN",395,"NorthShore"
"9/08/2017",3,3,"TAN",532,"NorthShore"
"18/08/2017",1,1,"TAN",45,"NorthShore"
"18/08/2017",1,2,"TAN",27,"NorthShore"
"18/08/2017",1,3,"TAN",16,"NorthShore"
"18/08/2017",2,1,"TAN",14,"NorthShore"
"18/08/2017",2,2,"TAN",25,"NorthShore"
"18/08/2017",2,3,"TAN",23,"NorthShore"
"18/08/2017",3,1,"TAN",81,"NorthShore"
"18/08/2017",3,2,"TAN",58,"NorthShore"
"18/08/2017",3,3,"TAN",58,"NorthShore"
"28/08/2017",1,1,"TAN",89,"NorthShore"
"28/08/2017",1,2,"TAN",139,"NorthShore"
"28/08/2017",1,3,"TAN",89,"NorthShore"
"28/08/2017",2,1,"TAN",137,"NorthShore"
"28/08/2017",2,2,"TAN",114,"NorthShore"
"28/08/2017",2,3,"TAN",66,"NorthShore"
"28/08/2017",3,1,"TAN",56,"NorthShore"
"28/08/2017",3,2,"TAN",20,"NorthShore"
"28/08/2017",3,3,"TAN",92,"NorthShore"
"14/09/2017",1,1,"TAN",14,"NorthShore"
"14/09/2017",1,2,"TAN",11,"NorthShore"
"14/09/2017",1,3,"TAN",11,"NorthShore"
"14/09/2017",2,1,"TAN",21,"NorthShore"
"14/09/2017",2,2,"TAN",34,"NorthShore"
"14/09/2017",2,3,"TAN",14,"NorthShore"
"14/09/2017",3,1,"TAN",28,"NorthShore"
"14/09/2017",3,2,"TAN",13,"NorthShore"
"14/09/2017",3,3,"TAN",13,"NorthShore"
"18/09/2017",1,1,"TAN",43,"NorthShore"
"18/09/2017",1,2,"TAN",87,"NorthShore"
"18/09/2017",1,3,"TAN",22,"NorthShore"
"18/09/2017",2,1,"TAN",14,"NorthShore"
"18/09/2017",2,2,"TAN",54,"NorthShore"
"18/09/2017",2,3,"TAN",27,"NorthShore"
"18/09/2017",3,1,"TAN",15,"NorthShore"
"18/09/2017",3,2,"TAN",15,"NorthShore"
"18/09/2017",3,3,"TAN",11,"NorthShore"
"27/09/2017",1,1,"TAN",11,"NorthShore"
"27/09/2017",1,2,"TAN",16,"NorthShore"
"27/09/2017",1,3,"TAN",35,"NorthShore"
"27/09/2017",2,1,"TAN",34,"NorthShore"
"27/09/2017",2,2,"TAN",44,"NorthShore"
"27/09/2017",2,3,"TAN",68,"NorthShore"
"27/09/2017",3,1,"TAN",57,"NorthShore"
"27/09/2017",3,2,"TAN",67,"NorthShore"
"27/09/2017",3,3,"TAN",202,"NorthShore"
"3/08/2017",1,1,"TAC",43,"NorthShore"
"3/08/2017",1,2,"TAC",13,"NorthShore"
"3/08/2017",1,3,"TAC",44,"NorthShore"
"3/08/2017",2,1,"TAC",26,"NorthShore"
"3/08/2017",2,2,"TAC",77,"NorthShore"
"3/08/2017",2,3,"TAC",27,"NorthShore"
"3/08/2017",3,1,"TAC",14,"NorthShore"
"3/08/2017",3,2,"TAC",33,"NorthShore"
"3/08/2017",3,3,"TAC",25,"NorthShore"
"9/08/2017",3,1,"TAC",111,"NorthShore"
"9/08/2017",3,2,"TAC",297,"NorthShore"
"9/08/2017",3,3,"TAC",232,"NorthShore"
"18/08/2017",1,1,"TAC",13,"NorthShore"
"18/08/2017",1,2,"TAC",25,"NorthShore"
"18/08/2017",1,3,"TAC",21,"NorthShore"
"18/08/2017",2,1,"TAC",17,"NorthShore"
"18/08/2017",2,2,"TAC",16,"NorthShore"
"18/08/2017",2,3,"TAC",28,"NorthShore"
"18/08/2017",3,1,"TAC",13,"NorthShore"
"18/08/2017",3,2,"TAC",12,"NorthShore"
"18/08/2017",3,3,"TAC",11,"NorthShore"
"28/08/2017",1,1,"TAC",44,"NorthShore"
"28/08/2017",1,2,"TAC",136,"NorthShore"
"28/08/2017",1,3,"TAC",74,"NorthShore"
"28/08/2017",2,1,"TAC",91,"NorthShore"
"28/08/2017",2,2,"TAC",80,"NorthShore"
"28/08/2017",2,3,"TAC",11,"NorthShore"
"28/08/2017",3,1,"TAC",137,"NorthShore"
"28/08/2017",3,2,"TAC",64,"NorthShore"
"28/08/2017",3,3,"TAC",174,"NorthShore"
"14/09/2017",1,1,"TAC",16,"NorthShore"
"14/09/2017",1,2,"TAC",13,"NorthShore"
"14/09/2017",1,3,"TAC",15,"NorthShore"
"14/09/2017",2,1,"TAC",14,"NorthShore"
"14/09/2017",2,2,"TAC",14,"NorthShore"
"14/09/2017",2,3,"TAC",13,"NorthShore"
"14/09/2017",3,1,"TAC",14,"NorthShore"
"14/09/2017",3,2,"TAC",12,"NorthShore"
"14/09/2017",3,3,"TAC",16,"NorthShore"
"18/09/2017",1,1,"TAC",633,"NorthShore"
"18/09/2017",1,2,"TAC",445,"NorthShore"
"18/09/2017",1,3,"TAC",665,"NorthShore"
"18/09/2017",2,1,"TAC",122,"NorthShore"
"18/09/2017",2,2,"TAC",294,"NorthShore"
"18/09/2017",2,3,"TAC",77,"NorthShore"
"18/09/2017",3,1,"TAC",74,"NorthShore"
"18/09/2017",3,2,"TAC",58,"NorthShore"
"18/09/2017",3,3,"TAC",102,"NorthShore"
"27/09/2017",1,1,"TAC",16,"NorthShore"
"27/09/2017",1,2,"TAC",14,"NorthShore"
"27/09/2017",1,3,"TAC",13,"NorthShore"
"27/09/2017",2,1,"TAC",12,"NorthShore"
"27/09/2017",2,2,"TAC",16,"NorthShore"
"27/09/2017",2,3,"TAC",11,"NorthShore"
"27/09/2017",3,1,"TAC",24,"NorthShore"
"27/09/2017",3,2,"TAC",55,"NorthShore"
"27/09/2017",3,3,"TAC",14,"NorthShore"
"3/08/2017",1,1,"TAS",23,"NorthShore"
"3/08/2017",1,2,"TAS",22,"NorthShore"
"3/08/2017",1,3,"TAS",15,"NorthShore"
"3/08/2017",2,1,"TAS",24,"NorthShore"
"3/08/2017",2,2,"TAS",13,"NorthShore"
"3/08/2017",2,3,"TAS",57,"NorthShore"
"3/08/2017",3,1,"TAS",25,"NorthShore"
"3/08/2017",3,2,"TAS",23,"NorthShore"
"3/08/2017",3,3,"TAS",36,"NorthShore"
"9/08/2017",1,1,"TAS",531,"NorthShore"
"9/08/2017",2,1,"TAS",112,"NorthShore"
"9/08/2017",2,2,"TAS",173,"NorthShore"
"9/08/2017",2,3,"TAS",99,"NorthShore"
"9/08/2017",3,1,"TAS",200,"NorthShore"
"9/08/2017",3,2,"TAS",248,"NorthShore"
"9/08/2017",3,3,"TAS",315,"NorthShore"
"18/08/2017",1,1,"TAS",28,"NorthShore"
"18/08/2017",1,2,"TAS",65,"NorthShore"
"18/08/2017",1,3,"TAS",46,"NorthShore"
"18/08/2017",2,1,"TAS",33,"NorthShore"
"18/08/2017",2,2,"TAS",34,"NorthShore"
"18/08/2017",2,3,"TAS",15,"NorthShore"
"18/08/2017",3,1,"TAS",15,"NorthShore"
"18/08/2017",3,2,"TAS",53,"NorthShore"
"18/08/2017",3,3,"TAS",11,"NorthShore"
"28/08/2017",1,1,"TAS",87,"NorthShore"
"28/08/2017",1,2,"TAS",35,"NorthShore"
"28/08/2017",1,3,"TAS",90,"NorthShore"
"28/08/2017",2,1,"TAS",44,"NorthShore"
"28/08/2017",2,2,"TAS",21,"NorthShore"
"28/08/2017",2,3,"TAS",34,"NorthShore"
"28/08/2017",3,1,"TAS",13,"NorthShore"
"28/08/2017",3,2,"TAS",12,"NorthShore"
"28/08/2017",3,3,"TAS",43,"NorthShore"
"14/09/2017",1,1,"TAS",14,"NorthShore"
"14/09/2017",1,2,"TAS",22,"NorthShore"
"14/09/2017",1,3,"TAS",15,"NorthShore"
"14/09/2017",2,1,"TAS",13,"NorthShore"
"14/09/2017",2,2,"TAS",14,"NorthShore"
"14/09/2017",2,3,"TAS",15,"NorthShore"
"14/09/2017",3,1,"TAS",13,"NorthShore"
"14/09/2017",3,2,"TAS",14,"NorthShore"
"14/09/2017",3,3,"TAS",14,"NorthShore"
"18/09/2017",1,1,"TAS",116,"NorthShore"
"18/09/2017",1,2,"TAS",138,"NorthShore"
"18/09/2017",1,3,"TAS",262,"NorthShore"
"18/09/2017",2,1,"TAS",14,"NorthShore"
"18/09/2017",2,2,"TAS",32,"NorthShore"
"18/09/2017",2,3,"TAS",24,"NorthShore"
"18/09/2017",3,1,"TAS",54,"NorthShore"
"18/09/2017",3,2,"TAS",16,"NorthShore"
"18/09/2017",3,3,"TAS",37,"NorthShore"
"27/09/2017",1,1,"TAS",24,"NorthShore"
"27/09/2017",1,2,"TAS",36,"NorthShore"
"27/09/2017",1,3,"TAS",15,"NorthShore"
"27/09/2017",2,1,"TAS",14,"NorthShore"
"27/09/2017",2,2,"TAS",49,"NorthShore"
"27/09/2017",2,3,"TAS",21,"NorthShore"
"27/09/2017",3,1,"TAS",114,"NorthShore"
"27/09/2017",3,2,"TAS",12,"NorthShore"
"27/09/2017",3,3,"TAS",34,"NorthShore"
"3/08/2017",1,1,"NNN",11,"NorthShore"
"3/08/2017",1,2,"NNN",16,"NorthShore"
"3/08/2017",1,3,"NNN",10,"NorthShore"
"3/08/2017",2,1,"NNN",11,"NorthShore"
"3/08/2017",2,2,"NNN",22,"NorthShore"
"3/08/2017",2,3,"NNN",15,"NorthShore"
"3/08/2017",3,1,"NNN",11,"NorthShore"
"3/08/2017",3,2,"NNN",15,"NorthShore"
"3/08/2017",3,3,"NNN",16,"NorthShore"
"9/08/2017",1,1,"NNN",86,"NorthShore"
"9/08/2017",1,2,"NNN",68,"NorthShore"
"9/08/2017",1,3,"NNN",101,"NorthShore"
"9/08/2017",2,1,"NNN",141,"NorthShore"
"9/08/2017",2,2,"NNN",124,"NorthShore"
"9/08/2017",2,3,"NNN",70,"NorthShore"
"9/08/2017",3,1,"NNN",21,"NorthShore"
"9/08/2017",3,2,"NNN",37,"NorthShore"
"9/08/2017",3,3,"NNN",14,"NorthShore"
"18/08/2017",1,1,"NNN",13,"NorthShore"
"18/08/2017",1,2,"NNN",13,"NorthShore"
"18/08/2017",1,3,"NNN",16,"NorthShore"
"18/08/2017",2,1,"NNN",22,"NorthShore"
"18/08/2017",2,2,"NNN",13,"NorthShore"
"18/08/2017",2,3,"NNN",16,"NorthShore"
"18/08/2017",3,1,"NNN",45,"NorthShore"
"18/08/2017",3,2,"NNN",88,"NorthShore"
"18/08/2017",3,3,"NNN",20,"NorthShore"
"28/08/2017",1,1,"NNN",18,"NorthShore"
"28/08/2017",1,2,"NNN",30,"NorthShore"
"28/08/2017",1,3,"NNN",25,"NorthShore"
"28/08/2017",2,1,"NNN",91,"NorthShore"
"28/08/2017",2,2,"NNN",127,"NorthShore"
"28/08/2017",2,3,"NNN",152,"NorthShore"
"28/08/2017",3,1,"NNN",24,"NorthShore"
"28/08/2017",3,2,"NNN",111,"NorthShore"
"28/08/2017",3,3,"NNN",34,"NorthShore"
"14/09/2017",1,1,"NNN",11,"NorthShore"
"14/09/2017",1,2,"NNN",12,"NorthShore"
"14/09/2017",1,3,"NNN",16,"NorthShore"
"14/09/2017",2,1,"NNN",13,"NorthShore"
"14/09/2017",2,2,"NNN",15,"NorthShore"
"14/09/2017",2,3,"NNN",13,"NorthShore"
"14/09/2017",3,1,"NNN",20,"NorthShore"
"14/09/2017",3,2,"NNN",45,"NorthShore"
"14/09/2017",3,3,"NNN",32,"NorthShore"
"18/09/2017",1,1,"NNN",10,"NorthShore"
"18/09/2017",1,2,"NNN",35,"NorthShore"
"18/09/2017",1,3,"NNN",21,"NorthShore"
"18/09/2017",2,1,"NNN",17,"NorthShore"
"18/09/2017",2,2,"NNN",11,"NorthShore"
"18/09/2017",2,3,"NNN",14,"NorthShore"
"18/09/2017",3,1,"NNN",21,"NorthShore"
"18/09/2017",3,2,"NNN",10,"NorthShore"
"18/09/2017",3,3,"NNN",19,"NorthShore"
"27/09/2017",1,1,"NNN",18,"NorthShore"
"27/09/2017",1,2,"NNN",11,"NorthShore"
"27/09/2017",1,3,"NNN",15,"NorthShore"
"27/09/2017",2,1,"NNN",13,"NorthShore"
"27/09/2017",2,2,"NNN",13,"NorthShore"
"27/09/2017",2,3,"NNN",11,"NorthShore"
"27/09/2017",3,1,"NNN",15,"NorthShore"
"27/09/2017",3,2,"NNN",13,"NorthShore"
"27/09/2017",3,3,"NNN",12,"NorthShore"
"3/08/2017",1,1,"NNC",34,"NorthShore"
"3/08/2017",1,2,"NNC",24,"NorthShore"
"3/08/2017",1,3,"NNC",36,"NorthShore"
"3/08/2017",2,1,"NNC",13,"NorthShore"
"3/08/2017",2,2,"NNC",21,"NorthShore"
"3/08/2017",2,3,"NNC",13,"NorthShore"
"3/08/2017",3,1,"NNC",9,"NorthShore"
"3/08/2017",3,2,"NNC",13,"NorthShore"
"3/08/2017",3,3,"NNC",14,"NorthShore"
"9/08/2017",1,1,"NNC",172,"NorthShore"
"9/08/2017",1,2,"NNC",124,"NorthShore"
"9/08/2017",1,3,"NNC",101,"NorthShore"
"9/08/2017",2,1,"NNC",109,"NorthShore"
"9/08/2017",2,2,"NNC",43,"NorthShore"
"9/08/2017",2,3,"NNC",77,"NorthShore"
"9/08/2017",3,1,"NNC",18,"NorthShore"
"9/08/2017",3,2,"NNC",46,"NorthShore"
"9/08/2017",3,3,"NNC",12,"NorthShore"
"18/08/2017",1,1,"NNC",15,"NorthShore"
"18/08/2017",1,2,"NNC",12,"NorthShore"
"18/08/2017",1,3,"NNC",284,"NorthShore"
"18/08/2017",2,1,"NNC",15,"NorthShore"
"18/08/2017",2,2,"NNC",24,"NorthShore"
"18/08/2017",2,3,"NNC",14,"NorthShore"
"18/08/2017",3,1,"NNC",135,"NorthShore"
"18/08/2017",3,2,"NNC",217,"NorthShore"
"18/08/2017",3,3,"NNC",216,"NorthShore"
"28/08/2017",1,1,"NNC",47,"NorthShore"
"28/08/2017",1,2,"NNC",13,"NorthShore"
"28/08/2017",1,3,"NNC",22,"NorthShore"
"28/08/2017",2,1,"NNC",44,"NorthShore"
"28/08/2017",2,2,"NNC",24,"NorthShore"
"28/08/2017",2,3,"NNC",15,"NorthShore"
"28/08/2017",3,1,"NNC",26,"NorthShore"
"28/08/2017",3,2,"NNC",44,"NorthShore"
"28/08/2017",3,3,"NNC",46,"NorthShore"
"14/09/2017",1,1,"NNC",12,"NorthShore"
"14/09/2017",1,2,"NNC",13,"NorthShore"
"14/09/2017",1,3,"NNC",17,"NorthShore"
"14/09/2017",2,1,"NNC",16,"NorthShore"
"14/09/2017",2,2,"NNC",15,"NorthShore"
"14/09/2017",2,3,"NNC",15,"NorthShore"
"14/09/2017",3,1,"NNC",18,"NorthShore"
"14/09/2017",3,2,"NNC",13,"NorthShore"
"14/09/2017",3,3,"NNC",14,"NorthShore"
"18/09/2017",1,1,"NNC",23,"NorthShore"
"18/09/2017",1,2,"NNC",26,"NorthShore"
"18/09/2017",1,3,"NNC",46,"NorthShore"
"18/09/2017",2,1,"NNC",15,"NorthShore"
"18/09/2017",2,2,"NNC",23,"NorthShore"
"18/09/2017",2,3,"NNC",10,"NorthShore"
"18/09/2017",3,1,"NNC",14,"NorthShore"
"18/09/2017",3,2,"NNC",22,"NorthShore"
"18/09/2017",3,3,"NNC",10,"NorthShore"
"27/09/2017",1,1,"NNC",15,"NorthShore"
"27/09/2017",1,2,"NNC",11,"NorthShore"
"27/09/2017",1,3,"NNC",37,"NorthShore"
"27/09/2017",2,1,"NNC",16,"NorthShore"
"27/09/2017",2,2,"NNC",13,"NorthShore"
"27/09/2017",2,3,"NNC",16,"NorthShore"
"27/09/2017",3,1,"NNC",16,"NorthShore"
"27/09/2017",3,2,"NNC",14,"NorthShore"
"27/09/2017",3,3,"NNC",13,"NorthShore"
"3/08/2017",1,1,"NNS",9,"NorthShore"
"3/08/2017",1,2,"NNS",21,"NorthShore"
"3/08/2017",1,3,"NNS",36,"NorthShore"
"3/08/2017",2,1,"NNS",13,"NorthShore"
"3/08/2017",2,2,"NNS",13,"NorthShore"
"3/08/2017",2,3,"NNS",13,"NorthShore"
"3/08/2017",3,1,"NNS",26,"NorthShore"
"3/08/2017",3,2,"NNS",12,"NorthShore"
"3/08/2017",3,3,"NNS",14,"NorthShore"
"9/08/2017",1,1,"NNS",147,"NorthShore"
"9/08/2017",1,2,"NNS",98,"NorthShore"
"9/08/2017",1,3,"NNS",179,"NorthShore"
"9/08/2017",2,1,"NNS",87,"NorthShore"
"9/08/2017",2,2,"NNS",46,"NorthShore"
"9/08/2017",2,3,"NNS",80,"NorthShore"
"9/08/2017",3,1,"NNS",48,"NorthShore"
"9/08/2017",3,2,"NNS",86,"NorthShore"
"9/08/2017",3,3,"NNS",26,"NorthShore"
"18/08/2017",1,1,"NNS",14,"NorthShore"
"18/08/2017",1,2,"NNS",15,"NorthShore"
"18/08/2017",1,3,"NNS",11,"NorthShore"
"18/08/2017",2,1,"NNS",14,"NorthShore"
"18/08/2017",2,2,"NNS",15,"NorthShore"
"18/08/2017",2,3,"NNS",14,"NorthShore"
"18/08/2017",3,1,"NNS",576,"NorthShore"
"18/08/2017",3,2,"NNS",235,"NorthShore"
"18/08/2017",3,3,"NNS",499,"NorthShore"
"28/08/2017",1,1,"NNS",10,"NorthShore"
"28/08/2017",1,2,"NNS",13,"NorthShore"
"28/08/2017",1,3,"NNS",88,"NorthShore"
"28/08/2017",2,1,"NNS",24,"NorthShore"
"28/08/2017",2,2,"NNS",11,"NorthShore"
"28/08/2017",2,3,"NNS",15,"NorthShore"
"28/08/2017",3,1,"NNS",27,"NorthShore"
"28/08/2017",3,2,"NNS",11,"NorthShore"
"28/08/2017",3,3,"NNS",26,"NorthShore"
"14/09/2017",1,1,"NNS",14,"NorthShore"
"14/09/2017",1,2,"NNS",13,"NorthShore"
"14/09/2017",1,3,"NNS",13,"NorthShore"
"14/09/2017",2,1,"NNS",14,"NorthShore"
"14/09/2017",2,2,"NNS",14,"NorthShore"
"14/09/2017",2,3,"NNS",10,"NorthShore"
"14/09/2017",3,1,"NNS",16,"NorthShore"
"14/09/2017",3,2,"NNS",14,"NorthShore"
"14/09/2017",3,3,"NNS",33,"NorthShore"
"18/09/2017",1,1,"NNS",15,"NorthShore"
"18/09/2017",1,2,"NNS",125,"NorthShore"
"18/09/2017",1,3,"NNS",20,"NorthShore"
"18/09/2017",2,1,"NNS",24,"NorthShore"
"18/09/2017",2,2,"NNS",35,"NorthShore"
"18/09/2017",2,3,"NNS",32,"NorthShore"
"18/09/2017",3,1,"NNS",12,"NorthShore"
"18/09/2017",3,2,"NNS",15,"NorthShore"
"18/09/2017",3,3,"NNS",19,"NorthShore"
"27/09/2017",1,1,"NNS",16,"NorthShore"
"27/09/2017",1,2,"NNS",14,"NorthShore"
"27/09/2017",1,3,"NNS",11,"NorthShore"
"27/09/2017",2,1,"NNS",9,"NorthShore"
"27/09/2017",2,2,"NNS",12,"NorthShore"
"27/09/2017",2,3,"NNS",12,"NorthShore"
"27/09/2017",3,1,"NNS",12,"NorthShore"
"27/09/2017",3,2,"NNS",15,"NorthShore"
"27/09/2017",3,3,"NNS",12,"NorthShore"
"8/03/2017",1,1,"PCS",220,"Waitemata"
"8/03/2017",1,2,"PCS",229,"Waitemata"
"8/03/2017",1,3,"PCS",368,"Waitemata"
"8/03/2017",2,1,"PCS",100,"Waitemata"
"8/03/2017",2,2,"PCS",110,"Waitemata"
"8/03/2017",2,3,"PCS",75,"Waitemata"
"8/03/2017",3,1,"PCS",164,"Waitemata"
"8/03/2017",3,2,"PCS",217,"Waitemata"
"8/03/2017",3,3,"PCS",201,"Waitemata"
"27/03/2017",1,1,"PCS",908,"Waitemata"
"27/03/2017",1,3,"PCS",843,"Waitemata"
"27/03/2017",2,1,"PCS",115,"Waitemata"
"27/03/2017",2,2,"PCS",78,"Waitemata"
"27/03/2017",2,3,"PCS",69,"Waitemata"
"12/05/2017",1,1,"PCS",329,"Waitemata"
"12/05/2017",1,2,"PCS",235,"Waitemata"
"12/05/2017",1,3,"PCS",164,"Waitemata"
"18/05/2017",3,1,"PCS",693,"Waitemata"
"18/05/2017",3,2,"PCS",912,"Waitemata"
"18/05/2017",3,3,"PCS",761,"Waitemata"
"31/05/2017",1,1,"PCS",76,"Waitemata"
"31/05/2017",1,2,"PCS",21,"Waitemata"
"31/05/2017",1,3,"PCS",68,"Waitemata"
"31/05/2017",2,1,"PCS",22,"Waitemata"
"31/05/2017",2,2,"PCS",34,"Waitemata"
"31/05/2017",2,3,"PCS",30,"Waitemata"
"31/05/2017",3,1,"PCS",16,"Waitemata"
"31/05/2017",3,2,"PCS",13,"Waitemata"
"31/05/2017",3,3,"PCS",178,"Waitemata"
"21/06/2017",1,1,"PCS",13,"Waitemata"
"21/06/2017",1,2,"PCS",24,"Waitemata"
"21/06/2017",1,3,"PCS",53,"Waitemata"
"21/06/2017",2,1,"PCS",35,"Waitemata"
"21/06/2017",2,2,"PCS",12,"Waitemata"
"21/06/2017",2,3,"PCS",13,"Waitemata"
"21/06/2017",3,1,"PCS",31,"Waitemata"
"21/06/2017",3,2,"PCS",15,"Waitemata"
"21/06/2017",3,3,"PCS",60,"Waitemata"
"4/07/2017",1,1,"PCS",45,"Waitemata"
"4/07/2017",1,2,"PCS",79,"Waitemata"
"4/07/2017",1,3,"PCS",35,"Waitemata"
"4/07/2017",2,1,"PCS",60,"Waitemata"
"4/07/2017",2,2,"PCS",42,"Waitemata"
"4/07/2017",2,3,"PCS",37,"Waitemata"
"4/07/2017",3,1,"PCS",145,"Waitemata"
"4/07/2017",3,2,"PCS",146,"Waitemata"
"4/07/2017",3,3,"PCS",265,"Waitemata"
"13/07/2017",1,1,"PCS",102,"Waitemata"
"13/07/2017",1,2,"PCS",86,"Waitemata"
"13/07/2017",1,3,"PCS",53,"Waitemata"
"13/07/2017",2,1,"PCS",42,"Waitemata"
"13/07/2017",2,2,"PCS",23,"Waitemata"
"13/07/2017",2,3,"PCS",56,"Waitemata"
"13/07/2017",3,1,"PCS",13,"Waitemata"
"13/07/2017",3,2,"PCS",66,"Waitemata"
"13/07/2017",3,3,"PCS",12,"Waitemata"
"8/03/2017",1,1,"PCC",189,"Waitemata"
"8/03/2017",1,2,"PCC",217,"Waitemata"
"8/03/2017",1,3,"PCC",179,"Waitemata"
"8/03/2017",2,1,"PCC",102,"Waitemata"
"8/03/2017",2,2,"PCC",113,"Waitemata"
"8/03/2017",2,3,"PCC",136,"Waitemata"
"8/03/2017",3,1,"PCC",135,"Waitemata"
"8/03/2017",3,2,"PCC",102,"Waitemata"
"8/03/2017",3,3,"PCC",102,"Waitemata"
"13/03/2017",3,1,"PCC",264,"Waitemata"
"13/03/2017",3,2,"PCC",398,"Waitemata"
"13/03/2017",3,3,"PCC",334,"Waitemata"
"27/03/2017",1,1,"PCC",825,"Waitemata"
"27/03/2017",1,2,"PCC",866,"Waitemata"
"27/03/2017",2,1,"PCC",65,"Waitemata"
"27/03/2017",2,2,"PCC",100,"Waitemata"
"27/03/2017",2,3,"PCC",71,"Waitemata"
"12/05/2017",1,1,"PCC",234,"Waitemata"
"12/05/2017",1,2,"PCC",263,"Waitemata"
"12/05/2017",1,3,"PCC",262,"Waitemata"
"12/05/2017",3,1,"PCC",630,"Waitemata"
"12/05/2017",3,2,"PCC",742,"Waitemata"
"12/05/2017",3,3,"PCC",672,"Waitemata"
"18/05/2017",3,1,"PCC",775,"Waitemata"
"18/05/2017",3,2,"PCC",672,"Waitemata"
"18/05/2017",3,3,"PCC",866,"Waitemata"
"31/05/2017",1,1,"PCC",13,"Waitemata"
"31/05/2017",1,2,"PCC",23,"Waitemata"
"31/05/2017",1,3,"PCC",39,"Waitemata"
"31/05/2017",2,1,"PCC",15,"Waitemata"
"31/05/2017",2,2,"PCC",14,"Waitemata"
"31/05/2017",2,3,"PCC",23,"Waitemata"
"31/05/2017",3,1,"PCC",48,"Waitemata"
"31/05/2017",3,2,"PCC",33,"Waitemata"
"31/05/2017",3,3,"PCC",20,"Waitemata"
"21/06/2017",1,1,"PCC",16,"Waitemata"
"21/06/2017",1,2,"PCC",11,"Waitemata"
"21/06/2017",1,3,"PCC",15,"Waitemata"
"21/06/2017",2,1,"PCC",14,"Waitemata"
"21/06/2017",2,2,"PCC",12,"Waitemata"
"21/06/2017",2,3,"PCC",13,"Waitemata"
"21/06/2017",3,1,"PCC",12,"Waitemata"
"21/06/2017",3,2,"PCC",13,"Waitemata"
"21/06/2017",3,3,"PCC",13,"Waitemata"
"4/07/2017",1,1,"PCC",31,"Waitemata"
"4/07/2017",1,2,"PCC",44,"Waitemata"
"4/07/2017",1,3,"PCC",33,"Waitemata"
"4/07/2017",2,1,"PCC",22,"Waitemata"
"4/07/2017",2,2,"PCC",58,"Waitemata"
"4/07/2017",2,3,"PCC",43,"Waitemata"
"4/07/2017",3,1,"PCC",209,"Waitemata"
"4/07/2017",3,2,"PCC",186,"Waitemata"
"4/07/2017",3,3,"PCC",193,"Waitemata"
"13/07/2017",1,1,"PCC",109,"Waitemata"
"13/07/2017",1,2,"PCC",44,"Waitemata"
"13/07/2017",1,3,"PCC",75,"Waitemata"
"13/07/2017",2,1,"PCC",45,"Waitemata"
