"date","run","replicate","location","value","site"
"18/09/2017",1,1,"BBS",14,"NorthShore"
"18/09/2017",1,2,"BBS",25,"NorthShore"
"18/09/2017",1,3,"BBS",11,"NorthShore"
"18/09/2017",2,1,"BBS",66,"NorthShore"
"18/09/2017",2,2,"BBS",32,"NorthShore"
"18/09/2017",2,3,"BBS",77,"NorthShore"
"18/09/2017",3,1,"BBS",9,"NorthShore"
"18/09/2017",3,2,"BBS",44,"NorthShore"
"18/09/2017",3,3,"BBS",35,"NorthShore"
"27/09/2017",1,1,"BBS",22,"NorthShore"
"27/09/2017",1,2,"BBS",13,"NorthShore"
"27/09/2017",1,3,"BBS",11,"NorthShore"
"27/09/2017",2,1,"BBS",16,"NorthShore"
"27/09/2017",2,3,"BBS",14,"NorthShore"
"27/09/2017",3,1,"BBS",12,"NorthShore"
"27/09/2017",3,2,"BBS",13,"NorthShore"
"27/09/2017",3,3,"BBS",16,"NorthShore"
"3/08/2017",1,1,"MAN",37,"NorthShore"
"3/08/2017",1,2,"MAN",16,"NorthShore"
"3/08/2017",1,3,"MAN",22,"NorthShore"
"3/08/2017",2,1,"MAN",13,"NorthShore"
"3/08/2017",2,2,"MAN",14,"NorthShore"
"3/08/2017",2,3,"MAN",15,"NorthShore"
"3/08/2017",3,1,"MAN",25,"NorthShore"
"3/08/2017",3,2,"MAN",14,"NorthShore"
"3/08/2017",3,3,"MAN",24,"NorthShore"
"9/08/2017",1,1,"MAN",736,"NorthShore"
"9/08/2017",1,2,"MAN",673,"NorthShore"
"9/08/2017",1,3,"MAN",964,"NorthShore"
"9/08/2017",2,1,"MAN",257,"NorthShore"
"9/08/2017",2,2,"MAN",266,"NorthShore"
"9/08/2017",2,3,"MAN",188,"NorthShore"
"9/08/2017",3,1,"MAN",245,"NorthShore"
"9/08/2017",3,2,"MAN",175,"NorthShore"
"9/08/2017",3,3,"MAN",246,"NorthShore"
"18/08/2017",1,1,"MAN",16,"NorthShore"
"18/08/2017",1,2,"MAN",17,"NorthShore"
"18/08/2017",1,3,"MAN",12,"NorthShore"
"18/08/2017",2,1,"MAN",14,"NorthShore"
"18/08/2017",2,2,"MAN",12,"NorthShore"
"18/08/2017",2,3,"MAN",12,"NorthShore"
"18/08/2017",3,1,"MAN",59,"NorthShore"
"18/08/2017",3,2,"MAN",45,"NorthShore"
"18/08/2017",3,3,"MAN",10,"NorthShore"
"28/08/2017",1,1,"MAN",54,"NorthShore"
"28/08/2017",1,2,"MAN",57,"NorthShore"
"28/08/2017",1,3,"MAN",42,"NorthShore"
"28/08/2017",2,1,"MAN",90,"NorthShore"
"28/08/2017",2,2,"MAN",87,"NorthShore"
"28/08/2017",2,3,"MAN",80,"NorthShore"
"28/08/2017",3,1,"MAN",46,"NorthShore"
"28/08/2017",3,2,"MAN",80,"NorthShore"
"28/08/2017",3,3,"MAN",78,"NorthShore"
"14/09/2017",1,1,"MAN",14,"NorthShore"
"14/09/2017",1,2,"MAN",14,"NorthShore"
"14/09/2017",1,3,"MAN",13,"NorthShore"
"14/09/2017",2,1,"MAN",12,"NorthShore"
"14/09/2017",2,2,"MAN",15,"NorthShore"
"14/09/2017",2,3,"MAN",15,"NorthShore"
"14/09/2017",3,1,"MAN",10,"NorthShore"
"14/09/2017",3,2,"MAN",13,"NorthShore"
"14/09/2017",3,3,"MAN",16,"NorthShore"
"18/09/2017",1,1,"MAN",17,"NorthShore"
"18/09/2017",1,2,"MAN",43,"NorthShore"
"18/09/2017",1,3,"MAN",12,"NorthShore"
"18/09/2017",2,1,"MAN",16,"NorthShore"
"18/09/2017",2,2,"MAN",14,"NorthShore"
"18/09/2017",2,3,"MAN",24,"NorthShore"
"18/09/2017",3,1,"MAN",16,"NorthShore"
"18/09/2017",3,2,"MAN",16,"NorthShore"
"18/09/2017",3,3,"MAN",13,"NorthShore"
"27/09/2017",1,1,"MAN",12,"NorthShore"
"27/09/2017",1,2,"MAN",10,"NorthShore"
"27/09/2017",1,3,"MAN",13,"NorthShore"
"27/09/2017",2,1,"MAN",13,"NorthShore"
"27/09/2017",2,2,"MAN",15,"NorthShore"
"27/09/2017",2,3,"MAN",13,"NorthShore"
"27/09/2017",3,1,"MAN",79,"NorthShore"
"27/09/2017",3,2,"MAN",78,"NorthShore"
"27/09/2017",3,3,"MAN",88,"NorthShore"
"3/08/2017",1,1,"MAC",28,"NorthShore"
"3/08/2017",1,2,"MAC",16,"NorthShore"
"3/08/2017",1,3,"MAC",22,"NorthShore"
"3/08/2017",2,1,"MAC",13,"NorthShore"
"3/08/2017",2,2,"MAC",16,"NorthShore"
"3/08/2017",2,3,"MAC",12,"NorthShore"
"3/08/2017",3,1,"MAC",13,"NorthShore"
"3/08/2017",3,2,"MAC",26,"NorthShore"
"3/08/2017",3,3,"MAC",21,"NorthShore"
"9/08/2017",1,1,"MAC",691,"NorthShore"
"9/08/2017",1,2,"MAC",641,"NorthShore"
"9/08/2017",1,3,"MAC",566,"NorthShore"
"9/08/2017",2,1,"MAC",248,"NorthShore"
"9/08/2017",2,2,"MAC",265,"NorthShore"
"9/08/2017",2,3,"MAC",249,"NorthShore"
"9/08/2017",3,1,"MAC",126,"NorthShore"
"9/08/2017",3,2,"MAC",88,"NorthShore"
"9/08/2017",3,3,"MAC",138,"NorthShore"
"18/08/2017",1,1,"MAC",76,"NorthShore"
"18/08/2017",1,2,"MAC",79,"NorthShore"
"18/08/2017",1,3,"MAC",35,"NorthShore"
"18/08/2017",2,1,"MAC",123,"NorthShore"
"18/08/2017",2,2,"MAC",136,"NorthShore"
"18/08/2017",2,3,"MAC",138,"NorthShore"
"18/08/2017",3,1,"MAC",12,"NorthShore"
"18/08/2017",3,2,"MAC",34,"NorthShore"
"18/08/2017",3,3,"MAC",25,"NorthShore"
"28/08/2017",1,1,"MAC",82,"NorthShore"
"28/08/2017",1,2,"MAC",59,"NorthShore"
"28/08/2017",1,3,"MAC",65,"NorthShore"
"28/08/2017",2,1,"MAC",36,"NorthShore"
"28/08/2017",2,2,"MAC",45,"NorthShore"
"28/08/2017",2,3,"MAC",48,"NorthShore"
"28/08/2017",3,1,"MAC",13,"NorthShore"
"28/08/2017",3,2,"MAC",14,"NorthShore"
"28/08/2017",3,3,"MAC",15,"NorthShore"
"14/09/2017",1,1,"MAC",13,"NorthShore"
"14/09/2017",1,2,"MAC",11,"NorthShore"
"14/09/2017",1,3,"MAC",14,"NorthShore"
"14/09/2017",2,1,"MAC",11,"NorthShore"
"14/09/2017",2,2,"MAC",11,"NorthShore"
"14/09/2017",2,3,"MAC",15,"NorthShore"
"14/09/2017",3,1,"MAC",37,"NorthShore"
"14/09/2017",3,2,"MAC",69,"NorthShore"
"14/09/2017",3,3,"MAC",37,"NorthShore"
"18/09/2017",1,1,"MAC",37,"NorthShore"
"18/09/2017",1,2,"MAC",42,"NorthShore"
"18/09/2017",1,3,"MAC",55,"NorthShore"
"18/09/2017",2,1,"MAC",28,"NorthShore"
"18/09/2017",2,2,"MAC",26,"NorthShore"
"18/09/2017",2,3,"MAC",12,"NorthShore"
"18/09/2017",3,1,"MAC",13,"NorthShore"
"18/09/2017",3,2,"MAC",12,"NorthShore"
"18/09/2017",3,3,"MAC",11,"NorthShore"
"27/09/2017",1,1,"MAC",137,"NorthShore"
"27/09/2017",1,2,"MAC",32,"NorthShore"
"27/09/2017",1,3,"MAC",77,"NorthShore"
"27/09/2017",2,1,"MAC",123,"NorthShore"
"27/09/2017",2,2,"MAC",68,"NorthShore"
"27/09/2017",2,3,"MAC",101,"NorthShore"
"27/09/2017",3,1,"MAC",55,"NorthShore"
"27/09/2017",3,2,"MAC",89,"NorthShore"
"27/09/2017",3,3,"MAC",22,"NorthShore"
"3/08/2017",1,1,"MAS",10,"NorthShore"
"3/08/2017",1,2,"MAS",19,"NorthShore"
"3/08/2017",1,3,"MAS",22,"NorthShore"
"3/08/2017",2,1,"MAS",37,"NorthShore"
"3/08/2017",2,2,"MAS",15,"NorthShore"
"3/08/2017",2,3,"MAS",12,"NorthShore"
"3/08/2017",3,1,"MAS",11,"NorthShore"
"3/08/2017",3,2,"MAS",12,"NorthShore"
"3/08/2017",3,3,"MAS",15,"NorthShore"
"9/08/2017",1,1,"MAS",337,"NorthShore"
"9/08/2017",1,2,"MAS",474,"NorthShore"
"9/08/2017",1,3,"MAS",487,"NorthShore"
"9/08/2017",2,1,"MAS",323,"NorthShore"
"9/08/2017",2,2,"MAS",377,"NorthShore"
"9/08/2017",2,3,"MAS",330,"NorthShore"
"9/08/2017",3,1,"MAS",202,"NorthShore"
"9/08/2017",3,2,"MAS",164,"NorthShore"
"9/08/2017",3,3,"MAS",136,"NorthShore"
"18/08/2017",1,1,"MAS",73,"NorthShore"
"18/08/2017",1,2,"MAS",47,"NorthShore"
"18/08/2017",1,3,"MAS",89,"NorthShore"
"18/08/2017",2,1,"MAS",64,"NorthShore"
"18/08/2017",2,2,"MAS",66,"NorthShore"
"18/08/2017",2,3,"MAS",64,"NorthShore"
"18/08/2017",3,1,"MAS",54,"NorthShore"
"18/08/2017",3,2,"MAS",42,"NorthShore"
"18/08/2017",3,3,"MAS",44,"NorthShore"
"28/08/2017",1,1,"MAS",22,"NorthShore"
"28/08/2017",1,2,"MAS",66,"NorthShore"
"28/08/2017",1,3,"MAS",68,"NorthShore"
"28/08/2017",2,1,"MAS",32,"NorthShore"
"28/08/2017",2,2,"MAS",56,"NorthShore"
"28/08/2017",2,3,"MAS",56,"NorthShore"
"28/08/2017",3,1,"MAS",26,"NorthShore"
"28/08/2017",3,2,"MAS",16,"NorthShore"
"28/08/2017",3,3,"MAS",14,"NorthShore"
"14/09/2017",1,1,"MAS",13,"NorthShore"
"14/09/2017",1,2,"MAS",14,"NorthShore"
"14/09/2017",1,3,"MAS",13,"NorthShore"
"14/09/2017",2,1,"MAS",15,"NorthShore"
"14/09/2017",2,2,"MAS",16,"NorthShore"
"14/09/2017",2,3,"MAS",14,"NorthShore"
"14/09/2017",3,1,"MAS",56,"NorthShore"
"14/09/2017",3,2,"MAS",15,"NorthShore"
"14/09/2017",3,3,"MAS",24,"NorthShore"
"18/09/2017",1,1,"MAS",995,"NorthShore"
"18/09/2017",1,2,"MAS",640,"NorthShore"
"18/09/2017",1,3,"MAS",687,"NorthShore"
"18/09/2017",2,1,"MAS",102,"NorthShore"
"18/09/2017",2,2,"MAS",303,"NorthShore"
"18/09/2017",2,3,"MAS",190,"NorthShore"
"18/09/2017",3,1,"MAS",274,"NorthShore"
"18/09/2017",3,2,"MAS",50,"NorthShore"
"18/09/2017",3,3,"MAS",165,"NorthShore"
"27/09/2017",1,1,"MAS",91,"NorthShore"
"27/09/2017",1,2,"MAS",138,"NorthShore"
"27/09/2017",1,3,"MAS",124,"NorthShore"
"27/09/2017",3,1,"MAS",756,"NorthShore"
"27/09/2017",3,2,"MAS",775,"NorthShore"
"27/09/2017",3,3,"MAS",910,"NorthShore"
"3/08/2017",1,1,"CBN",19,"NorthShore"
"3/08/2017",1,2,"CBN",33,"NorthShore"
"3/08/2017",1,3,"CBN",12,"NorthShore"
"3/08/2017",2,1,"CBN",22,"NorthShore"
"3/08/2017",2,2,"CBN",32,"NorthShore"
"3/08/2017",2,3,"CBN",13,"NorthShore"
"3/08/2017",3,1,"CBN",453,"NorthShore"
"3/08/2017",3,2,"CBN",67,"NorthShore"
"3/08/2017",3,3,"CBN",467,"NorthShore"
"9/08/2017",1,1,"CBN",966,"NorthShore"
"9/08/2017",1,2,"CBN",859,"NorthShore"
"9/08/2017",3,1,"CBN",100,"NorthShore"
"9/08/2017",3,3,"CBN",125,"NorthShore"
"18/08/2017",1,1,"CBN",65,"NorthShore"
"18/08/2017",1,2,"CBN",88,"NorthShore"
"18/08/2017",1,3,"CBN",90,"NorthShore"
"18/08/2017",2,1,"CBN",75,"NorthShore"
"18/08/2017",2,2,"CBN",91,"NorthShore"
"18/08/2017",2,3,"CBN",58,"NorthShore"
"18/08/2017",3,1,"CBN",34,"NorthShore"
"18/08/2017",3,2,"CBN",53,"NorthShore"
"18/08/2017",3,3,"CBN",45,"NorthShore"
"28/08/2017",1,1,"CBN",174,"NorthShore"
"28/08/2017",1,2,"CBN",63,"NorthShore"
"28/08/2017",1,3,"CBN",80,"NorthShore"
"28/08/2017",2,1,"CBN",66,"NorthShore"
"28/08/2017",2,2,"CBN",46,"NorthShore"
"28/08/2017",2,3,"CBN",45,"NorthShore"
"28/08/2017",3,1,"CBN",45,"NorthShore"
"28/08/2017",3,2,"CBN",44,"NorthShore"
"28/08/2017",3,3,"CBN",46,"NorthShore"
"14/09/2017",1,1,"CBN",15,"NorthShore"
"14/09/2017",1,2,"CBN",15,"NorthShore"
"14/09/2017",1,3,"CBN",12,"NorthShore"
"14/09/2017",2,1,"CBN",13,"NorthShore"
"14/09/2017",2,2,"CBN",9,"NorthShore"
"14/09/2017",2,3,"CBN",14,"NorthShore"
"14/09/2017",3,1,"CBN",122,"NorthShore"
"14/09/2017",3,2,"CBN",38,"NorthShore"
"14/09/2017",3,3,"CBN",40,"NorthShore"
"18/09/2017",1,1,"CBN",36,"NorthShore"
"18/09/2017",1,2,"CBN",53,"NorthShore"
"18/09/2017",1,3,"CBN",14,"NorthShore"
"18/09/2017",2,1,"CBN",15,"NorthShore"
"18/09/2017",2,2,"CBN",13,"NorthShore"
"18/09/2017",2,3,"CBN",13,"NorthShore"
"18/09/2017",3,1,"CBN",112,"NorthShore"
"18/09/2017",3,2,"CBN",148,"NorthShore"
"18/09/2017",3,3,"CBN",124,"NorthShore"
"27/09/2017",1,1,"CBN",81,"NorthShore"
"27/09/2017",1,2,"CBN",77,"NorthShore"
"27/09/2017",1,3,"CBN",88,"NorthShore"
"27/09/2017",2,1,"CBN",91,"NorthShore"
"27/09/2017",2,2,"CBN",110,"NorthShore"
"27/09/2017",2,3,"CBN",32,"NorthShore"
"27/09/2017",3,1,"CBN",44,"NorthShore"
"27/09/2017",3,2,"CBN",48,"NorthShore"
"27/09/2017",3,3,"CBN",76,"NorthShore"
"3/08/2017",1,1,"CBC",81,"NorthShore"
"3/08/2017",1,2,"CBC",89,"NorthShore"
"3/08/2017",1,3,"CBC",11,"NorthShore"
"3/08/2017",2,1,"CBC",14,"NorthShore"
"3/08/2017",2,2,"CBC",16,"NorthShore"
"3/08/2017",2,3,"CBC",23,"NorthShore"
"3/08/2017",3,1,"CBC",56,"NorthShore"
"3/08/2017",3,2,"CBC",36,"NorthShore"
"3/08/2017",3,3,"CBC",45,"NorthShore"
"9/08/2017",1,1,"CBC",153,"NorthShore"
"9/08/2017",1,2,"CBC",281,"NorthShore"
"9/08/2017",1,3,"CBC",231,"NorthShore"
"9/08/2017",2,1,"CBC",304,"NorthShore"
"9/08/2017",2,3,"CBC",750,"NorthShore"
"9/08/2017",3,1,"CBC",645,"NorthShore"
"9/08/2017",3,3,"CBC",614,"NorthShore"
"18/08/2017",1,1,"CBC",200,"NorthShore"
"18/08/2017",1,2,"CBC",163,"NorthShore"
"18/08/2017",1,3,"CBC",101,"NorthShore"
"18/08/2017",2,1,"CBC",87,"NorthShore"
"18/08/2017",2,2,"CBC",79,"NorthShore"
"18/08/2017",2,3,"CBC",52,"NorthShore"
"18/08/2017",3,1,"CBC",21,"NorthShore"
"18/08/2017",3,2,"CBC",35,"NorthShore"
"18/08/2017",3,3,"CBC",79,"NorthShore"
"28/08/2017",1,1,"CBC",134,"NorthShore"
"28/08/2017",1,2,"CBC",140,"NorthShore"
"28/08/2017",1,3,"CBC",75,"NorthShore"
"28/08/2017",2,1,"CBC",12,"NorthShore"
"28/08/2017",2,2,"CBC",43,"NorthShore"
"28/08/2017",2,3,"CBC",22,"NorthShore"
"28/08/2017",3,1,"CBC",114,"NorthShore"
"28/08/2017",3,2,"CBC",36,"NorthShore"
"28/08/2017",3,3,"CBC",44,"NorthShore"
"14/09/2017",1,1,"CBC",13,"NorthShore"
"14/09/2017",1,2,"CBC",11,"NorthShore"
"14/09/2017",1,3,"CBC",9,"NorthShore"
"14/09/2017",2,1,"CBC",14,"NorthShore"
"14/09/2017",2,2,"CBC",15,"NorthShore"
"14/09/2017",2,3,"CBC",14,"NorthShore"
"14/09/2017",3,1,"CBC",17,"NorthShore"
"14/09/2017",3,2,"CBC",14,"NorthShore"
"14/09/2017",3,3,"CBC",15,"NorthShore"
"18/09/2017",1,1,"CBC",46,"NorthShore"
"18/09/2017",1,2,"CBC",99,"NorthShore"
"18/09/2017",1,3,"CBC",13,"NorthShore"
"18/09/2017",2,1,"CBC",21,"NorthShore"
"18/09/2017",2,2,"CBC",67,"NorthShore"
"18/09/2017",2,3,"CBC",29,"NorthShore"
"18/09/2017",3,1,"CBC",13,"NorthShore"
"18/09/2017",3,2,"CBC",14,"NorthShore"
"18/09/2017",3,3,"CBC",15,"NorthShore"
"27/09/2017",1,1,"CBC",101,"NorthShore"
"27/09/2017",1,2,"CBC",35,"NorthShore"
"27/09/2017",1,3,"CBC",82,"NorthShore"
"27/09/2017",2,1,"CBC",19,"NorthShore"
"27/09/2017",2,2,"CBC",99,"NorthShore"
"27/09/2017",2,3,"CBC",56,"NorthShore"
"27/09/2017",3,1,"CBC",45,"NorthShore"
"27/09/2017",3,2,"CBC",66,"NorthShore"
"27/09/2017",3,3,"CBC",151,"NorthShore"
"3/08/2017",1,1,"CBS",58,"NorthShore"
"3/08/2017",1,2,"CBS",215,"NorthShore"
"3/08/2017",1,3,"CBS",77,"NorthShore"
"3/08/2017",2,1,"CBS",32,"NorthShore"
"3/08/2017",2,2,"CBS",49,"NorthShore"
"3/08/2017",2,3,"CBS",34,"NorthShore"
"3/08/2017",3,1,"CBS",66,"NorthShore"
"3/08/2017",3,2,"CBS",99,"NorthShore"
"3/08/2017",3,3,"CBS",260,"NorthShore"
"9/08/2017",1,1,"CBS",76,"NorthShore"
"9/08/2017",1,2,"CBS",33,"NorthShore"
"9/08/2017",1,3,"CBS",34,"NorthShore"
"9/08/2017",2,1,"CBS",206,"NorthShore"
"9/08/2017",2,2,"CBS",474,"NorthShore"
"9/08/2017",2,3,"CBS",141,"NorthShore"
"18/08/2017",1,1,"CBS",58,"NorthShore"
"18/08/2017",1,2,"CBS",74,"NorthShore"
"18/08/2017",1,3,"CBS",45,"NorthShore"
"18/08/2017",2,1,"CBS",113,"NorthShore"
"18/08/2017",2,2,"CBS",202,"NorthShore"
"18/08/2017",2,3,"CBS",151,"NorthShore"
"18/08/2017",3,1,"CBS",92,"NorthShore"
"18/08/2017",3,2,"CBS",86,"NorthShore"
"18/08/2017",3,3,"CBS",80,"NorthShore"
"28/08/2017",1,1,"CBS",68,"NorthShore"
"28/08/2017",1,2,"CBS",57,"NorthShore"
"28/08/2017",1,3,"CBS",77,"NorthShore"
"28/08/2017",2,1,"CBS",43,"NorthShore"
"28/08/2017",2,2,"CBS",37,"NorthShore"
"28/08/2017",2,3,"CBS",49,"NorthShore"
"28/08/2017",3,1,"CBS",64,"NorthShore"
"28/08/2017",3,2,"CBS",44,"NorthShore"
"28/08/2017",3,3,"CBS",27,"NorthShore"
"14/09/2017",1,1,"CBS",21,"NorthShore"
"14/09/2017",1,2,"CBS",16,"NorthShore"
"14/09/2017",1,3,"CBS",16,"NorthShore"
"14/09/2017",2,1,"CBS",17,"NorthShore"
"14/09/2017",2,2,"CBS",14,"NorthShore"
"14/09/2017",2,3,"CBS",14,"NorthShore"
"14/09/2017",3,1,"CBS",26,"NorthShore"
"14/09/2017",3,2,"CBS",13,"NorthShore"
"14/09/2017",3,3,"CBS",10,"NorthShore"
"18/09/2017",1,1,"CBS",15,"NorthShore"
"18/09/2017",1,2,"CBS",37,"NorthShore"
"18/09/2017",1,3,"CBS",12,"NorthShore"
"18/09/2017",2,1,"CBS",111,"NorthShore"
"18/09/2017",2,2,"CBS",42,"NorthShore"
"18/09/2017",2,3,"CBS",95,"NorthShore"
"18/09/2017",3,1,"CBS",33,"NorthShore"
"18/09/2017",3,2,"CBS",43,"NorthShore"
"18/09/2017",3,3,"CBS",14,"NorthShore"
"27/09/2017",1,1,"CBS",54,"NorthShore"
"27/09/2017",1,2,"CBS",46,"NorthShore"
"27/09/2017",1,3,"CBS",88,"NorthShore"
"27/09/2017",2,1,"CBS",85,"NorthShore"
"27/09/2017",2,2,"CBS",11,"NorthShore"
"27/09/2017",2,3,"CBS",20,"NorthShore"
"27/09/2017",3,1,"CBS",10,"NorthShore"
"27/09/2017",3,2,"CBS",22,"NorthShore"
"27/09/2017",3,3,"CBS",14,"NorthShore"
"3/08/2017",1,1,"MFN",44,"NorthShore"
"3/08/2017",1,2,"MFN",188,"NorthShore"
"3/08/2017",1,3,"MFN",176,"NorthShore"
"3/08/2017",2,1,"MFN",15,"NorthShore"
"3/08/2017",2,2,"MFN",34,"NorthShore"
"3/08/2017",2,3,"MFN",14,"NorthShore"
"3/08/2017",3,1,"MFN",44,"NorthShore"
"3/08/2017",3,2,"MFN",58,"NorthShore"
"3/08/2017",3,3,"MFN",10,"NorthShore"
"9/08/2017",1,1,"MFN",654,"NorthShore"
"9/08/2017",1,2,"MFN",615,"NorthShore"
"9/08/2017",1,3,"MFN",737,"NorthShore"
"18/08/2017",1,1,"MFN",14,"NorthShore"
"18/08/2017",1,2,"MFN",16,"NorthShore"
"18/08/2017",1,3,"MFN",12,"NorthShore"
"18/08/2017",2,1,"MFN",163,"NorthShore"
"18/08/2017",2,2,"MFN",100,"NorthShore"
"18/08/2017",2,3,"MFN",179,"NorthShore"
"18/08/2017",3,1,"MFN",10,"NorthShore"
"18/08/2017",3,2,"MFN",10,"NorthShore"
"18/08/2017",3,3,"MFN",34,"NorthShore"
"28/08/2017",1,1,"MFN",62,"NorthShore"
"28/08/2017",1,2,"MFN",89,"NorthShore"
"28/08/2017",1,3,"MFN",194,"NorthShore"
"28/08/2017",2,1,"MFN",146,"NorthShore"
"28/08/2017",2,2,"MFN",68,"NorthShore"
"28/08/2017",2,3,"MFN",164,"NorthShore"
"28/08/2017",3,1,"MFN",138,"NorthShore"
"28/08/2017",3,2,"MFN",171,"NorthShore"
"28/08/2017",3,3,"MFN",103,"NorthShore"
"14/09/2017",1,1,"MFN",11,"NorthShore"
"14/09/2017",1,2,"MFN",14,"NorthShore"
"14/09/2017",1,3,"MFN",16,"NorthShore"
"14/09/2017",2,1,"MFN",13,"NorthShore"
"14/09/2017",2,2,"MFN",11,"NorthShore"
"14/09/2017",2,3,"MFN",14,"NorthShore"
"14/09/2017",3,1,"MFN",11,"NorthShore"
"14/09/2017",3,2,"MFN",12,"NorthShore"
"14/09/2017",3,3,"MFN",12,"NorthShore"
"18/09/2017",1,1,"MFN",134,"NorthShore"
"18/09/2017",1,2,"MFN",121,"NorthShore"
"18/09/2017",1,3,"MFN",196,"NorthShore"
"18/09/2017",2,1,"MFN",14,"NorthShore"
"18/09/2017",2,2,"MFN",15,"NorthShore"
"18/09/2017",2,3,"MFN",13,"NorthShore"
"18/09/2017",3,1,"MFN",19,"NorthShore"
"18/09/2017",3,2,"MFN",32,"NorthShore"
"18/09/2017",3,3,"MFN",23,"NorthShore"
"27/09/2017",1,1,"MFN",160,"NorthShore"
"27/09/2017",1,2,"MFN",120,"NorthShore"
"27/09/2017",1,3,"MFN",98,"NorthShore"
"27/09/2017",2,1,"MFN",15,"NorthShore"
"27/09/2017",2,2,"MFN",12,"NorthShore"
"27/09/2017",2,3,"MFN",11,"NorthShore"
"27/09/2017",3,1,"MFN",187,"NorthShore"
"27/09/2017",3,2,"MFN",165,"NorthShore"
"27/09/2017",3,3,"MFN",171,"NorthShore"
"3/08/2017",1,1,"MFC",25,"NorthShore"
"3/08/2017",1,2,"MFC",22,"NorthShore"
"3/08/2017",1,3,"MFC",13,"NorthShore"
"3/08/2017",2,1,"MFC",13,"NorthShore"
"3/08/2017",2,2,"MFC",13,"NorthShore"
"3/08/2017",2,3,"MFC",24,"NorthShore"
"3/08/2017",3,1,"MFC",113,"NorthShore"
"3/08/2017",3,2,"MFC",166,"NorthShore"
"3/08/2017",3,3,"MFC",78,"NorthShore"
"9/08/2017",1,1,"MFC",476,"NorthShore"
"9/08/2017",1,2,"MFC",509,"NorthShore"
"9/08/2017",1,3,"MFC",417,"NorthShore"
"18/08/2017",1,1,"MFC",11,"NorthShore"
"18/08/2017",1,2,"MFC",14,"NorthShore"
"18/08/2017",1,3,"MFC",14,"NorthShore"
"18/08/2017",2,1,"MFC",58,"NorthShore"
"18/08/2017",2,2,"MFC",30,"NorthShore"
"18/08/2017",2,3,"MFC",33,"NorthShore"
"18/08/2017",3,1,"MFC",14,"NorthShore"
"18/08/2017",3,2,"MFC",15,"NorthShore"
"18/08/2017",3,3,"MFC",16,"NorthShore"
"28/08/2017",1,1,"MFC",164,"NorthShore"
"28/08/2017",1,2,"MFC",126,"NorthShore"
"28/08/2017",1,3,"MFC",73,"NorthShore"
"28/08/2017",2,1,"MFC",33,"NorthShore"
"28/08/2017",2,2,"MFC",14,"NorthShore"
"28/08/2017",2,3,"MFC",66,"NorthShore"
"28/08/2017",3,1,"MFC",10,"NorthShore"
"28/08/2017",3,2,"MFC",24,"NorthShore"
"28/08/2017",3,3,"MFC",35,"NorthShore"
"14/09/2017",1,1,"MFC",13,"NorthShore"
"14/09/2017",1,2,"MFC",14,"NorthShore"
"14/09/2017",1,3,"MFC",12,"NorthShore"
"14/09/2017",2,1,"MFC",14,"NorthShore"
"14/09/2017",2,2,"MFC",11,"NorthShore"
"14/09/2017",2,3,"MFC",14,"NorthShore"
"14/09/2017",3,1,"MFC",18,"NorthShore"
"14/09/2017",3,2,"MFC",17,"NorthShore"
"14/09/2017",3,3,"MFC",33,"NorthShore"
"18/09/2017",1,1,"MFC",100,"NorthShore"
"18/09/2017",1,2,"MFC",26,"NorthShore"
"18/09/2017",1,3,"MFC",34,"NorthShore"
"18/09/2017",2,1,"MFC",13,"NorthShore"
"18/09/2017",2,2,"MFC",24,"NorthShore"
"18/09/2017",2,3,"MFC",13,"NorthShore"
"18/09/2017",3,1,"MFC",13,"NorthShore"
"18/09/2017",3,2,"MFC",13,"NorthShore"
"18/09/2017",3,3,"MFC",21,"NorthShore"
"27/09/2017",1,1,"MFC",12,"NorthShore"
"27/09/2017",1,2,"MFC",27,"NorthShore"
"27/09/2017",1,3,"MFC",11,"NorthShore"
"27/09/2017",2,1,"MFC",14,"NorthShore"
"27/09/2017",2,2,"MFC",24,"NorthShore"
"27/09/2017",2,3,"MFC",24,"NorthShore"
"27/09/2017",3,1,"MFC",14,"NorthShore"
"27/09/2017",3,2,"MFC",13,"NorthShore"
"27/09/2017",3,3,"MFC",17,"NorthShore"
"3/08/2017",1,1,"MFS",13,"NorthShore"
"3/08/2017",1,2,"MFS",13,"NorthShore"
"3/08/2017",1,3,"MFS",13,"NorthShore"
"3/08/2017",2,1,"MFS",11,"NorthShore"
"3/08/2017",2,2,"MFS",15,"NorthShore"
"3/08/2017",2,3,"MFS",12,"NorthShore"
"3/08/2017",3,1,"MFS",11,"NorthShore"
"3/08/2017",3,2,"MFS",12,"NorthShore"
"3/08/2017",3,3,"MFS",16,"NorthShore"
"9/08/2017",1,1,"MFS",513,"NorthShore"
"9/08/2017",1,2,"MFS",601,"NorthShore"
"9/08/2017",1,3,"MFS",595,"NorthShore"
"18/08/2017",1,1,"MFS",16,"NorthShore"
"18/08/2017",1,2,"MFS",11,"NorthShore"
"18/08/2017",1,3,"MFS",12,"NorthShore"
"18/08/2017",2,1,"MFS",15,"NorthShore"
"18/08/2017",2,2,"MFS",13,"NorthShore"
"18/08/2017",2,3,"MFS",29,"NorthShore"
"18/08/2017",3,1,"MFS",47,"NorthShore"
"18/08/2017",3,2,"MFS",13,"NorthShore"
"18/08/2017",3,3,"MFS",20,"NorthShore"
